Response ID,What year were you born?  ,What is your gender?  ,"How long have you been in your current job?  If you have more than one job, please answer all questions for your main job.  ",Which of the following best describes your industry?  ,Which of the following best describes your current occupation?  ,How many people are currently employed by your organisation?   ,Which of the following best describes your household?  ,Metro or Regional,"Thinking about your current job, how much of your work time did you spend working remotely in the last quarter of last year?   This means October-December 2020  If you work a 5 day week, each day of remote working equals 20% of your time.  ","How much of your work time would you have preferred to work remotely during the last quarter of last year?   This means October-December 2020  If you work a 5 day week, each day of remote working equals 20% of your time.  ","Thinking about your current job, how much of your work time have you spent working remotely this year?  If you work a 5 day week, each day of remote working equals 20% of your time.  ","How much of your work time would you have preferred to work remotely so far this year?  If you work a 5 day week, each day of remote working equals 20% of your time.  ","Imagine that COVID-19 is cured or eradicated.   Going forward, how much of your work time would you prefer to work remotely?  If you work a 5 day week, each day of remote working equals 20% of your time.  ",These questions are about the remote working arrangements in your organisation.  Has your employer changed or updated their policy on remote work since COVID-19?   This means since February/March 2020  ,"In the past 6 months, have you ever worked part of your day remotely, and part of it at your employer’s workplace?",How often do you work this way?  ,How often would you like to work this way?  ,Does your employer have a policy that workers must be at the employer’s workplace some of the time?  ,"How much of your work time does your employer’s policy require you to be at their workplace?  If you work a 5 day week, 1 day equals 20% of your work time.  ","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My employer’s remote working policy suits me","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I get to choose how much work I do remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I choose which days I work remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My direct manager has discretion to allow or deny remote work",How do you feel about your employer’s remote working policy?  ,"Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My organisation encouraged people to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My organisation was well prepared for me to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - It was common for people in my organisation to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - It was easy to get permission to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - Working remotely reduces my chances of promotion","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I take more regular breaks while working remotely",Do you think remote working is a positive or a negative for your employer?  ,Who is most supportive of remote working in your organisation?  ,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - My employer would encourage more remote working,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - My employer would make changes to support remote working,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - I would have more choice about whether I work remotely,"Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Preparing for work and commuting","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Working","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Caring and domestic responsibilities","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Personal and family time","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Sleep","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Preparing for work and commuting","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Working","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Caring and domestic responsibilities","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Personal and family time","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Sleep","Imagine your employer offered you the option to work remotely whenever you chose, in return for negotiating a pay cut that you both agree on.  Would you be interested in negotiating?   ",What is the biggest pay cut you would accept?   Please give your answer as a percentage.  ,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My caring responsibilities,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Connectivity (for example internet),Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My organisation's software and systems,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Difficulty collaborating remotely,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Poor management,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - IT equipment (computer or printer),Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Feeling left out and/or isolated,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Extra costs,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Cyber security,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - I have tasks that can't be done remotely,"Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Motivation,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Management discourages remote working,"Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My living situation (e.g. location, home size, who I live with)",Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Lack of remote working skills,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My health and safety when working remotely,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Interruptions ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Interruptions ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Connectivity/internet issues ; Difficulty collaborating with remote colleagues ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Connectivity/internet issues ; Difficulty collaborating with remote colleagues ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Interruptions ; Connectivity/internet issues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Interruptions ; Connectivity/internet issues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Interruptions ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Interruptions ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Lack of appropriate work and meeting spaces ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Lack of appropriate work and meeting spaces ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Problems with audio-visual setup ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Problems with audio-visual setup ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,How strongly do you agree or disagree with the following statements?   - On days when I work remotely I feel better,How strongly do you agree or disagree with the following statements?   - On days when I work remotely I am more active,How strongly do you agree or disagree with the following statements?   - I feel better on days when I see my colleagues in person,Do you manage people as part of your current job?  ,Do employees you manage ever work remotely?  ,How strongly do you agree or disagree with the following statements?    - I have discretion to offer or deny remote work to employees I manage,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me to recruit employees,How strongly do you agree or disagree with the following statements?    - My team works well together when they work remotely,How strongly do you agree or disagree with the following statements?    - I find it easy to manage employees remotely (e.g. tasking and monitoring progress),How strongly do you agree or disagree with the following statements?    - I find it easy to manage poor performers remotely,How strongly do you agree or disagree with the followi1112,1997,Female,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Other one family household,Metro,90%,70%,90%,50% - About half of my time,50% - About half of my time,Yes,No,,,No,,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat Negative,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat Positive,My direct manger(s),Very likely,Very likely,Very likely,3,8,0,5,8,0.5,10,0,5,8.5,No,,Not a barrier for me,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat improved,Somewhat improved,Somewhat worsened,Somewhat worsened,Stayed about the same,Not a barrier for me,Somewhat improved,Significantly worsened,Not a barrier for me,Somewhat worsened,Significantly improved,Stayed about the same,Noisy work environment,Interruptions,Problems with audio-visual setup,Lack of privacy,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of privacy,Noisy work environment,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Difficulty innovating,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Noisy work environment,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty innovating,Somewhat agree,Strongly disagree,Strongly agree,No,,,,,,,,,,,I’m 40% more productive when working remotely,
1113,1988,Female,More than 5 years,Public Administration and Safety,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Couple with dependent children,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,20%,20%,Yes,No,,,Unsure,,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,3,10,1.5,1.5,8,0.5,10,1,3.5,9,No,,Significantly improved,Somewhat improved,Significantly improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat improved,Not a barrier for me,Not a barrier for me,Somewhat improved,Somewhat worsened,Not a barrier for me,Not a barrier for me,Somewhat improved,Not a barrier for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,I’m 20% more productive when working remotely,
1114,1969,Female,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",Between 5 and 19,Other one family household,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,50% - About half of my time,50% - About half of my time,Yes,Yes,50% - About half of my time,50% - About half of my time,Yes,50% - About half of my time,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither positive nor negative,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat Positive,They are about the same,Very likely,Very likely,Neither unlikely or likely,1,8,3,4,8,1,8,4,3,8,Yes,0.2,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat worsened,Somewhat worsened,Somewhat improved,Lack of privacy,Interruptions,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Interruptions,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Difficulty innovating,Interruptions,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Problems with audio-visual setup,Difficulty innovating,Problems with audio-visual setup,Difficulty innovating,Noisy work environment,Problems with audio-visual setup,Interruptions,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Difficulty innovating,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Yes,Yes,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,I’m 50% more productive when working remotely (or more),I’m 50% more productive when working remotely (or more)
1115,1974,Female,More than 5 years,"Transport, Postal and Warehousing",Clerical and administrative workers - General Clerical Workers,Between 20 and 199,Couple with dependent children,Metro,Rarely or never,I would not have preferred to work remotely,Rarely or never,I would not have preferred to work remotely,I would prefer not to work remotely,Yes,No,,,Unsure,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat Negative,They are about the same,Very likely,Very likely,Very likely,1,7.5,4,3.5,8,0,9,4,4,7,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Noisy work environment,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Lack of privacy,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Neither agree nor disagree,Somewhat agree,Somewhat agree,No,,,,,,,,,,,I’m 20% more productive when working remotely,
1116,1966,Female,More than 5 years,Health Care and Social Assistance,Sales workers - Sales Representatives and Agents,Between 20 and 199,Couple with no dependent children,Metro,100% - I spent all of my time remote working,80%,100% - I spent all of my time remote working,80%,70%,Yes,No,,,No,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Positive,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat Positive,They are about the same,Somewhat likely,Neither unlikely or likely,Somewhat likely,1,9,3,3,8,0,10,3,3,8,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Strongly disagree,Somewhat agree,No,,,,,,,,,,,I’m 50% more productive when working remotely (or more),
1117,1985,Male,Between 1 and 5 years,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Couple with dependent children,Metro,90%,50% - About half of my time,90%,50% - About half of my time,50% - About half of my time,Yes,No,,,No,,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly Positive,They are about the same,Very likely,Very likely,Very likely,3,8,3,3,7,0.5,9.5,3,3,8,No,,Somewhat improved,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Not a barrier for me,Stayed about the same,Somewhat improved,Somewhat improved,Not a barrier for me,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Somewhat disagree,Somewhat agree,Yes,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,I’m 30% less productive when working remotely,I’m 30% less productive when working remotely
1118,1998,Male,Between 6 and 12 months,Accommodation and Food,Clerical and administrative workers - Personal Assistants and Secretaries,Between 1 and 4,One parent family with dependent children,Regional,50% - I spent about half of my time remote working,20%,50% - I spent about half of my time remote working,70%,40%,Yes,Yes,Less than 10% of my time,20%,No,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat Positive,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither positive nor negative,My direct manger(s),Very likely,Somewhat unlikely,Neither unlikely or likely,10,4,4,4,2,6,6,6,4,2,Yes,0.6,Significantly worsened,Somewhat worsened,Stayed about the same,Somewhat worsened,Somewhat improved,Stayed about the same,Somewhat worsened,Significantly improved,Stayed about the same,Somewhat worsened,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat worsened,Significantly worsened,Somewhat worsened,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Strongly agree,Neither agree nor disagree,Yes,Yes,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,I’m 10% more productive when working remotely,I’m 10% more productive when working remotely
1119,1963,Female,Between 1 and 5 years,Information Media and Telecommunications,Technicians and trades workers - Other Technicians and Trades Workers,More than 200,Single person,Metro,40%,40%,40%,40%,40%,Yes,Yes,Less than 10% of my time,Less than 10% of my time,Yes,50% - About half of my time,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly Positive,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat Positive,They are about the same,Somewhat unlikely,Neither unlikely or likely,Somewhat likely,0.4,7.5,3.6,3.5,9,0,7.5,2,5,9.5,No,,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Significantly improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Interruptions,Noisy work environment,Lack of privacy,Connectivity/internet issues,Interruptions,Difficulty innovating,Lack of privacy,Connectivity/internet issues,Interruptions,Noisy work environment,Interruptions,Noisy work environment,Interruptions,Difficulty collaborating with remote colleagues,Lack of privacy,Noisy work environment,Connectivity/internet issues,Noisy work environment,Interruptions,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty innovating,Difficulty collaborating with remote colleagues,Somewhat agree,Strongly agree,Neither agree nor disagree,No,,,,,,,,,,,My productivity is about same when I work remotely,
1120,1994,Female,More than 5 years,Other Services,Managers - Specialist Managers,More than 200,Couple with no dependent children,Metro,90%,90%,90%,50% - About half of my time,50% - About half of my time,No,No,,,Unsure,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither positive nor negative,My direct manger(s),Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1,8,1,6,8,0.5,8,1.5,6,8,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Interruptions,Lack of privacy,Problems with audio-visual setup,Lack of privacy,Interruptions,Connectivity/internet issues,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Noisy work environment,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Noisy work environment,Interruptions,Connectivity/internet issues,Noisy work environment,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Interruptions,Lack of privacy,Problems with audio-visual setup,Difficulty innovating,Noisy work environment,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,My productivity is about same when I work remotely
1121,1971,Female,More than 5 years,Health Care and Social Assistance,Managers - Specialist Managers,Between 20 and 199,Couple with no dependent children,Metro,90%,100% - All of my time,80%,100% - All of my time,100% - All of my time,Yes,Yes,10%,Less than 10% of my time,Yes,10%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat Positive,My direct manger(s),Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,3,8,2,5,6,1,9,2,5,7,No,,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Significantly improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly disagree,Somewhat disagree,No,,,,,,,,,,,I’m 50% more productive when working remotely (or more),
1122,1987,Female,Between 6 and 12 months,"Rental, Hiring and Real Estate","Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with dependent children,Metro,20%,20%,30%,30%,30%,Yes,Yes,30%,30%,Yes,30%,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Positive,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,My direct manger(s),Somewhat likely,Somewhat likely,Somewhat likely,2,8,3,3,8,3,8,3,2,8,No,,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat agree,Somewhat agree,Yes,Yes,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I’m 30% more productive when working remotely,I’m 30% more productive when working remotely
